22 22	
	   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 0.82021473528185140367   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 0.56989780311763005294 -0.061290281902235670131   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 0.72192621110318533351 0.35785989495635633917 -0.44969950229390864838   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 0.75845725022914989299 -0.015974949034778737622 0.73383532301776055462 -0.036185960016078731749   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 0.37813446462979832807 0.58809685938616607093 0.14215922928983759643 -0.20852061124416934601 0.030107802329760274124   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 0.62939477630047180323 0.38919178724571340533 -0.032047400987333024558 0.36662835769876961356 0.027736640753368173307 0.30642909244141997016   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 0.31101812296845093853 0.075751874613362177313 -0.10133368626051104944 0.30103832622630383176 -0.42271405950059248724 -0.30887226568461401133 -0.5654113750112292891   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
	 0.49781792405091318532 0.36810885762076045458 -0.04610160847202644796 0.35204093768078570381 0.039899113761576003589 -0.20249829163664356813 -0.19295393125320567385 -0.38736878440204575158   1   0   0   0   0   0   0   0   0   0   0   0   0   0
	 0.416628071574159764 0.11423592163064277827 0.35958962245849990236 0.11744870417152911135 0.012405510539429114025 -0.090528738140054507144 -0.36346604564606016519 -0.16247241482224275555 0.20775855713611632303   1   0   0   0   0   0   0   0   0   0   0   0   0
	 0.53861110002030732069 -0.016225677184927397162 0.39415551615024069232 -0.13866865453998769575 0.78707133002145046596 0.033912123770223664976 0.11716347966914444911 -0.48674716323073924373 0.084333570043876579514 0.44052156616027526859   1   0   0   0   0   0   0   0   0   0   0   0
	 0.29192267287363432571 0.38794498478686662013 0.033586567537913204762 0.011386793606175889954 0.076907896172805648161 0.43914149109384142955 -0.054723861543480800673 -0.26086155206067207502 0.33865113929772755474 0.051465519639450035827 -0.053618213176230326844   1   0   0   0   0   0   0   0   0   0   0
	 0.58619237988461014854 0.032413241736708016394 0.23849399558822437228 0.071321133539007167124 0.27452928983809576913 -0.035115099446682319917 -0.36237973706081083591 -0.11836691256463281741 -0.064436495362773321682 0.037124930056028009051 0.34720121184867536179 0.16926789991829446769   1   0   0   0   0   0   0   0   0   0
	 0.25021709328938879224 0.14396138567502345107 -0.090533407835122758911 0.51187902958257514019 0.016012734306582367821 -0.21173273308116583036 0.12900350121987091967 -0.13102801981984218971 0.18884593348481770736 0.25273143907499467931 0.19875842771741036863 -0.53705815925352151652 -0.83972857003956202782   1   0   0   0   0   0   0   0   0
