51 24	
	 -2.9276606736568684437e-06 -8.4221161637047946058e-07 7.7961209225079517567e-07 4.0674399844886137874e-08 4.8063985983679047855e-07 1.4608967401849100902e-07 3.8114806562026170357e-07 -9.5778508443814786621e-08 2.0945194928568630833e-07 -2.4907723139626963896e-08 1.901684353123125378e-07 9.2063000510886104233e-08   0   0   0   0   0   0   0   0   0   0   0   0
	 -2.6508888406841529009e-05 -3.9181354560143399421e-06 3.3404657208253118324e-06 1.0515174841286381663e-07 2.0478396578136241403e-06 1.0534731341197699385e-06 1.5186151672853103628e-06 -4.0403023466641995369e-07 1.1795980096492617442e-06 1.3402794434794442849e-07 5.9494171388165840918e-07 5.1377484197202701723e-07   0   0   0   0   0   0   0   0   0   0   0   0
	 -1.5905461565367067477e-06 -4.4432264350758100263e-07 -4.4095130793297001585e-07 -2.3282654062038370899e-07 -1.0078476378289528103e-07 -1.2203958704763473443e-07 -1.6267327836460627794e-07 2.0107795178395999204e-08 -7.59836730418964654e-08 9.9417868591677333906e-09 -6.9710870114576240541e-08 -5.9073571844968406031e-08   0   0   0   0   0   0   0   0   0   0   0   0
	 -3.180755483532780423e-06 -5.9881070509381648546e-07 -2.3204852570281621734e-08 -1.1940100139455586319e-07 9.3539835028654052093e-08 2.0634110377086389093e-08 2.2488048969847524632e-08 -1.1781487922320155031e-08 5.5536959632173424808e-08 2.1289396393452835889e-08 -3.3006186253400813489e-09 7.8492292000963664874e-09   0   0   0   0   0   0   0   0   0   0   0   0
	 -3.1387380059825800526e-06 -5.854560017377633696e-07 1.0438374344785531453e-07 -9.2784103465747136186e-08 1.5169263023200718312e-07 4.1695822802996261297e-08 7.2815909417353404783e-08 -2.7069584432575057495e-08 7.9255699645168239009e-08 1.4348860914049006226e-08 2.5555451249766230767e-08 2.2022918355572107991e-08   0   0   0   0   0   0   0   0   0   0   0   0
	 1.0897168476834285982e-05 1.4779126908773081754e-06 -1.8991776619146415575e-06 -2.6845204566862324968e-07 -1.0410753917402534979e-06 -6.0255289198966742994e-07 -8.5476734148550823393e-07 1.9497392175952604035e-07 -6.2683376954353667051e-07 -5.4112391187918213915e-08 -3.3148710502690234148e-07 -2.9376682870140214659e-07   0   0   0   0   0   0   0   0   0   0   0   0
	 -1.7562642685379944078e-07 -6.1308212318942378432e-08 -2.1802650233905867702e-07 -6.6911960197116330366e-08 -8.7803241022988179255e-08 -4.6678361995616610195e-08 -8.7241548732853021234e-08 2.0679013575372289201e-08 -4.3580424787310182743e-08 8.349987248669860883e-09 -4.4184345819281541868e-08 -2.6962327758268286883e-08   0   0   0   0   0   0   0   0   0   0   0   0
	 -1.530047840493433186e-06 -3.4026766801584436011e-07 -1.3779899007628507639e-07 -1.14189253938881384e-07 5.4403580023949279645e-09 -3.2925405304894094011e-08 -4.0300948726824434828e-08 1.2662721810472684589e-10 -4.9349155615932452189e-09 8.7000560313745683527e-09 -1.974040947695895013e-08 -1.5693055635969804832e-08   0   0   0   0   0   0   0   0   0   0   0   0
	 1.7193614914121201634e-05 2.4757646302611757228e-06 -2.4779524480126929111e-06 -2.0548685159503617979e-07 -1.451918756801097167e-06 -7.8604527351195315174e-07 -1.1268178187706362933e-06 2.778118801633854702e-07 -8.5385372243533029487e-07 -8.5747211197327049848e-08 -4.3853176864978581862e-07 -3.8392367258160939482e-07   0   0   0   0   0   0   0   0   0   0   0   0
	 -2.8982777488328105425e-07 -5.5449284491630118816e-08 -3.7014997247574541867e-08 -1.9020770668631375654e-08 -7.9923308839630037423e-09 -4.7028436436506300578e-09 -1.2439126924564253751e-08 2.5047509306215375839e-09 -2.3373524252091525625e-09 4.1019455767552976511e-09 -8.2806770124446190869e-09 -3.5659368722787325656e-09   0   0   0   0   0   0   0   0   0   0   0   0
	 -5.7456630393815762388e-07 -1.0156515286143268474e-07 -6.7101833764082445568e-08 -3.5372151736879011573e-08 -1.5986630043610137149e-08 -7.0150499843468589346e-09 -2.3984480475025687709e-08 5.6728403044910449095e-09 -4.0309186874020925959e-09 7.491853657245037439e-09 -1.5640248114382170548e-08 -6.1840655362916505823e-09   0   0   0   0   0   0   0   0   0   0   0   0
	 -8.1752077055674646278e-07 -1.6192233982057597689e-07 -1.5954252942301782936e-08 -3.7482954303617647139e-08 2.2551810642020601296e-08 2.7383367260934086585e-10 1.7528830954337736e-09 -3.0208383638069575463e-09 1.1316742313982543879e-08 4.2697302174810754374e-09 -1.2853176353692649793e-09 1.6153934596345677857e-10   0   0   0   0   0   0   0   0   0   0   0   0
