101 7	
	 -1.968721308 -1.331031514 -0.375563034 -0.2055055456 0.08553056874 0.03064295242 -0.008206553962
	 -3.526057195 -2.283723752 -0.6243406486 -0.2433989995 0.06408815353 0.0120717479 0.001551294737
	 -4.788288689 -2.938912376 -0.7597153298 -0.2136229954 0.0247901999 -0.005129914755 0.004441740654
	 -5.860629387 -3.406501333 -0.8244155137 -0.1663735101 -0.006810438978 -0.01382221928 0.003520947883
	 -6.80139642 -3.750133672 -0.8457280458 -0.1190446372 -0.02775567353 -0.01622992467 0.001596085132
	 -7.644333994 -4.006378476 -0.8396058902 -0.07720097911 -0.03985434123 -0.01496080079 -0.0001727166083
	 -8.410759399 -4.197768728 -0.8156736415 -0.0421798166 -0.04542742971 -0.01182578216 -0.001433779795
	 -9.115142021 -4.33913278 -0.7799939258 -0.01378466323 -0.04641875119 -0.007947213346 -0.002160652922
	 -9.767854996 -4.440766761 -0.736538013 0.00870225566 -0.04430070305 -0.003986027777 -0.002440219101
	 -10.3766537 -4.510134713 -0.6879951286 0.02612404894 -0.04015183567 -0.0003131070373 -0.002385879462
	 -10.94753078 -4.552839845 -0.6362378516 0.03929481322 -0.03475246961 0.002879267251 -0.00210421732
	 -11.48524114 -4.573210681 -0.5826010231 0.04894434515 -0.02866406598 0.005507702378 -0.001684082706
	 -11.99364037 -4.574671516 -0.5280550863 0.05570422613 -0.02228879171 0.007554442958 -0.001194837833
	 -12.47591187 -4.559985843 -0.4733172749 0.06011086296 -0.01591275484 0.00904047846 -0.0006880971063
	 -12.93472431 -4.531421681 -0.4189249116 0.06261487371 -0.009737105357 0.0100087401 -0.0002005507558
	 -13.37234399 -4.490867113 -0.3652848997 0.06359218673 -0.003900440751 0.01051356135 0.0002431222927
	 -13.790717 -4.439913027 -0.3127078498 0.06335488674 0.001504948021 0.01061406296 0.0006276298881
	 -14.19153045 -4.379913693 -0.2614320586 0.06216104535 0.006421192716 0.01037002288 0.0009448418111
	 -14.57625906 -4.312031987 -0.2116406481 0.06022331777 0.01081606922 0.009839336122 0.001191963979
	 -14.94620119 -4.23727375 -0.1634740121 0.05771632108 0.01467644931 0.009076499586 0.001370071309
	 -15.30250701 -4.156514329 -0.1170389921 0.05478290536 0.0180033685 0.008131763911 0.001482944321
	 -15.64620104 -4.070519398 -0.07241574037 0.05153945409 0.02080827975 0.007050719765 0.001536159781
	 -15.97820016 -3.979961523 -0.02966293061 0.0480803521 0.02311018624 0.005874169283 0.001536386538
	 -16.29932839 -3.885433519 0.01117823211 0.04448174429 0.0249334344 0.004638181778 0.001490851973
	 -16.61032902 -3.787459368 0.05008087798 0.04080469489 0.02630600758 0.003374268299 0.001406938929
	 -16.91187472 -3.686503245 0.08702998952 0.03709783892 0.02725820484 0.002109629791 0.001291893684
	 -17.20457598 -3.582977065 0.1220204061 0.03339960504 0.02782161801 0.0008674488241 0.001152617886
	 -17.4889884 -3.477246854 0.1550551982 0.02974007592 0.02802834279 -0.0003327968185 0.0009955282035
	 -17.76561874 -3.369638192 0.1861443251 0.02614254202 0.02791037365 -0.001475012338 0.0008264681748
	 -18.03493027 -3.260440882 0.2153035149 0.02262479601 0.02749914541 -0.002546166351 0.0006506613106
	 -18.29734733 -3.149913006 0.2425533192 0.01920020853 0.02682519135 -0.003535980652 0.000472693379
	 -18.55325935 -3.038284449 0.2679183077 0.01587861785 0.02591789476 -0.004436633354 0.0002965198468
	 -18.8030243 -2.925759995 0.291426379 0.01266706498 0.02480531422 -0.005242479265 0.0001254871779
	 -19.04697186 -2.812522052 0.3131081651 0.009570396053 0.0235140692 -0.005949788043 -3.763284576e-05
	 -19.28540607 -2.698733059 0.3329965163 0.006591755131 0.02206927178 -0.006556502535 -0.0001906013438
	 -19.51860777 -2.584537616 0.3511260535 0.003732984536 0.0204944964 -0.007062016664 -0.0003316669768
	 -19.74683678 -2.470064385 0.3675327795 0.0009949480068 0.01881177829 -0.007466972957 -0.0004595182633
	 -19.97033381 -2.355427774 0.3822537399 -0.001622209793 0.01704163393 -0.007773078706 -0.0005732358455
	 -20.18932216 -2.240729445 0.3953267291 -0.004118857606 0.01520309945 -0.007982941057 -0.0006722457024
	 -20.40400931 -2.126059652 0.4067900347 -0.006495714399 0.01331378045 -0.008099918463 -0.0007562741237
	 -20.61458826 -2.01149845 0.416682216 -0.008753723611 0.0113899117 -0.00812798894 -0.0008253066977
	 -20.82123882 -1.897116756 0.4250419135 -0.01089395524 0.009446422132 -0.008071632824 -0.000879548574
	 -21.02412869 -1.78297732 0.4319076843 -0.01291753284 0.007497003998 -0.007935729753 -0.0009193887569
