50
4 18	
	 2.3296903865007787537 1.2070427827144789568 -0.17278573235282179699 0.37964142546230550401 0.04665213209349350354 0.53565212520326155321 0.21525347361388247336 -0.18405988733384071043 0.6853828270049149296 -0.2012045944118095453 0.53198383772161927929 0.33929834218607429763 0.027372873212296533474 0.13513313534799664684   0   0   0   0
	 0.015217533830509066134 0.0085550946893166255475 -0.0040375484617024195305 0.0017242163153241860194 -0.0022238250825633845351 0.00058751894582651995047 -0.00047857049258726155547 -0.0012109555453228002583 1.4810778657192193164e-05 -0.00074267233253896337321 0.00014175734302793456705 0.00062351738136974597763 -0.0008050174254542805238 0.00028992713368921252306   0   0   0   0
	 4.3568497068494798086 2.4416719226597174419 -0.66244698284164926783 1.2766851085512678221 -0.032013678302361243955 1.2290648737041873773 0.35709320920223791562 -0.5017594581774954543 1.1859411888232145316 -0.42759014574533754649 0.83109858065714048436 0.58080293469158017494 -0.096987755230247107985 0.25528206222370858347   0   0   0   0
	 0.012069892669092221332 0.0017897619006871775746 -0.0023134217162221436259 -0.00022953558485071506173 1.5935891944372285981e-05 0.00062067917965675893643 0.00029429232042702164768 -0.00022345026023036637305 0.0012444009296387341552 -0.00036589676771189220787 0.0012219645478083668907 0.0008159307642916027465 0.00018567896394579747098 -5.555906002539584207e-05   0   0   0   0
	
4 18	
	 0.09242162754074520481 0.99404469718054544458 0.9139160739893296137 0.39111032743410911738 0.69948031160389956273 0.71640099274550261832 0.39303499830702154361 0.041351759156139415718 0.67528676612606985952 0.020975403939522400953 0.35093551748147305824 0.097276540637961789182 0.16747235377960809077 0.025216301633686231953   0   0   0   0
	 0.40139872126875514313 1.3284270835016691592 0.47391037441533490071 -0.38983948703914378386 0.49553062965285354924 -0.1915588823194261936 0.09469583026269373649 0.34959206733631481567 0.0011161392351478616192 0.21865934126414993122 0.077750943650248816041 -0.12581540730636950332 0.26358685247273083707 -0.21033797519421773559   0   0   0   0
	 0.47064460354242892981 3.4520234203422059949 0.25938935096700799221 2.3161329314165866045 0.41898897954543606881 1.6354835046176401381 0.37358160125196099299 -0.47170469768301614977 0.80549715145437039698 -0.23632177315119198835 0.26712578530003278088 0.17976672548303471166 -0.19829848792170146066 -0.10904022958667222709   0   0   0   0
	 -0.73613629512606371108 -3.4933535792522811825 0.55953287786179728425 -1.5450177946116581129 0.16117490126841027553 -1.2567220234643090571 -0.16272734376788880462 0.58817174547334727386 -0.52066426083381234236 0.32159077981506711819 -0.17602738757438052275 -0.25132999191113608584 0.32310663456212740385 0.018897270538449709165   0   0   0   0
	
4 18	
	 -0.1890339809063399934 0.41797969946946633701 0.45036862166756125303 0.020646552792487463113 0.0028070160832174262909 -0.10905792595630818542 0.091694625850083380514 0.027408285028864658173 -0.31151290540154219499 0.26592752916291095833 -1.4966603567862957203 -1.580195408672867563 -0.34864307755951751133 0.84956097333995606036   0   0   0   0
